nodeid,tipo,valor
998,PerspectivaGenero,4
999,PerspectivaGenero,0
1000,PerspectivaGenero,3
1001,PerspectivaGenero,8
1002,PerspectivaGenero,6
1003,PerspectivaGenero,9
1004,PerspectivaGenero,9
1005,PerspectivaGenero,10
1006,PerspectivaGenero,10
1007,PerspectivaGenero,6
1008,PerspectivaGenero,6
1009,PerspectivaGenero,9
1010,PerspectivaGenero,0
1011,PerspectivaGenero,10
1012,PerspectivaGenero,10
1013,PerspectivaGenero,10
1014,PerspectivaGenero,9
1015,PerspectivaGenero,6
1016,PerspectivaGenero,7
1017,PerspectivaGenero,7
1018,PerspectivaGenero,5
1019,PerspectivaGenero,7
1020,PerspectivaGenero,7
1021,PerspectivaGenero,7
1022,PerspectivaGenero,7
1023,PerspectivaGenero,7
1024,PerspectivaGenero,6
1025,PerspectivaGenero,7
1026,PerspectivaGenero,7
1027,PerspectivaGenero,7
1028,PerspectivaGenero,7
1029,PerspectivaGenero,7
1030,PerspectivaGenero,9
1031,PerspectivaGenero,9
1032,PerspectivaGenero,9
1033,PerspectivaGenero,5
1034,PerspectivaGenero,5
1035,PerspectivaGenero,5
1036,PerspectivaGenero,5
1037,PerspectivaGenero,5
1038,PerspectivaGenero,5
1039,PerspectivaGenero,5
1040,PerspectivaGenero,5
1041,PerspectivaGenero,5
1042,PerspectivaGenero,10
1043,PerspectivaGenero,10
1044,PerspectivaGenero,0
1045,PerspectivaGenero,5
1046,PerspectivaGenero,3
1047,PerspectivaGenero,3
1048,PerspectivaGenero,3
1049,PerspectivaGenero,6
1050,PerspectivaGenero,6
1051,PerspectivaGenero,6
1052,PerspectivaGenero,6
1053,PerspectivaGenero,6
1054,PerspectivaGenero,3
1055,PerspectivaGenero,3
1056,PerspectivaGenero,3
1057,PerspectivaGenero,3
1058,PerspectivaGenero,3
1059,PerspectivaGenero,9
